Hour,date_time,Solar electricity generation,Electricity usage,z_score,Electricity_to_be_bought,excess_elec_generated,battery_charge,elec_to_buy_given_bat,cost_without_bat,cost_with_bat,saving
21,2020-10-25 21:00:00,0.015,0.414,0.0140373980037254,0.399,0,0,0.301,0.06783,0.05117,0.01666
22,2020-10-25 22:00:00,0.027,1.932,0.0109485902189588,1.905,0,0,1.905,0.32385,0.32385,0
23,2020-10-25 23:00:00,0,0.5779422,0.0137038104255885,0.5779422,0,0,0.5779422,0.098250174,0.098250174,0
0,2020-10-26 00:00:00,0,0.5259474,0.0138096088070163,0.5259474,0,0,0.5259474,0.089411058,0.089411058,0
1,2020-10-26 01:00:00,0,0.2439756,0.0143833615678362,0.2439756,0,0,0.2439756,0.041475852,0.041475852,0
2,2020-10-26 02:00:00,0,0.2159784,0.0144403299270666,0.2159784,0,0,0.2159784,0.036716328,0.036716328,0
3,2020-10-26 03:00:00,0,0.57,0.0137199711167533,0.57,0,0,0.57,0.0969,0.0969,0
4,2020-10-26 04:00:00,0,0.555,0.0137504929328083,0.555,0,0,0.555,0.09435,0.09435,0
5,2020-10-26 05:00:00,0.015,0.228,0.0144158685228074,0.213,0,0,0.213,0.03621,0.03621,0
6,2020-10-26 06:00:00,0.006,0.51,0.0138420583809733,0.504,0,0,0.504,0.08568,0.08568,0
7,2020-10-26 07:00:00,0.027,0.507,0.0138481627441843,0.48,0,0,0.48,0.0816,0.0816,0
8,2020-10-26 08:00:00,0.459,0.486,0.0138908932866613,0.027,0,0,0.027,0.00459,0.00459,0
9,2020-10-26 09:00:00,1.479,0.717,0.0134208573194143,0,0.762,0.762,0,0,0,0
10,2020-10-26 10:00:00,3.039,0.426,0.0140129805508814,0,2.613,3.375,0,0,0,0
11,2020-10-26 11:00:00,2.493,0.462,0.0139397281923494,0,2.031,5.406,0,0,0,0
12,2020-10-26 12:00:00,2.556,0.168,0.0145379557870275,0,2.388,7.794,0,0,0,0
13,2020-10-26 13:00:00,1.596,0.489,0.0138847889234503,0,1.107,8.901,0,0,0,0
14,2020-10-26 14:00:00,0.936,0.474,0.0139153107395053,0,0.462,9.363,0,0,0,0
15,2020-10-26 15:00:00,0.348,0.336,0.0141961114472114,0,0.012,9.375,0,0,0,0
16,2020-10-26 16:00:00,0.087,0.366,0.0141350678151014,0.279,0,9.096,0,0.04743,0,0.04743
17,2020-10-26 17:00:00,0.03,1.206,0.0124258461160211,1.176,0,7.92,0,0.19992,0,0.19992
18,2020-10-26 18:00:00,0,2.277,0.0102465884496936,2.277,0,5.643,0,0.38709,0,0.38709
19,2020-10-26 19:00:00,0.009,4.6464,0.0054253623856449,4.6374,0,1.0056,0,0.788358,0,0.788358
20,2020-10-26 20:00:00,0.03,2.442,0.00991084847308857,2.412,0,0,1.4064,0.41004,0.239088,0.170952
21,2020-10-26 21:00:00,0.009,0.96,0.0129264038993232,0.951,0,0,0.951,0.16167,0.16167,0
22,2020-10-26 22:00:00,0.006,0.678,0.0135002140411573,0.672,0,0,0.672,0.11424,0.11424,0
23,2020-10-26 23:00:00,0,0.4419558,0.0139805138847073,0.4419558,0,0,0.4419558,0.075132486,0.075132486,0
0,2020-10-27 00:00:00,0,0.3039696,0.0142612865123426,0.3039696,0,0,0.3039696,0.051674832,0.051674832,0
1,2020-10-27 01:00:00,0,0.1179882,0.0146397191843728,0.1179882,0,0,0.1179882,0.020057994,0.020057994,0
2,2020-10-27 02:00:00,0,0.1339866,0.0146071658362412,0.1339866,0,0,0.1339866,0.022777722,0.022777722,0
3,2020-10-27 03:00:00,0,0.336,0.0141961114472114,0.336,0,0,0.336,0.05712,0.05712,0
4,2020-10-27 04:00:00,0.009,0.333,0.0142022158104224,0.324,0,0,0.324,0.05508,0.05508,0
5,2020-10-27 05:00:00,0.009,0.579,0.0137016580271203,0.57,0,0,0.57,0.0969,0.0969,0
6,2020-10-27 06:00:00,0,0.72,0.0134147529562033,0.72,0,0,0.72,0.1224,0.1224,0
7,2020-10-27 07:00:00,0.012,0.498,0.0138664758338173,0.486,0,0,0.486,0.08262,0.08262,0
8,2020-10-27 08:00:00,0.66,0.225,0.0144219728860184,0,0.435,0.435,0,0,0,0
9,2020-10-27 09:00:00,2.388,0.162,0.0145501645134495,0,2.226,2.661,0,0,0,0
10,2020-10-27 10:00:00,4.461,0.096,0.0146844605040915,0,4.365,7.026,0,0,0,0
11,2020-10-27 11:00:00,2.853,0.57,0.0137199711167533,0,2.283,9.309,0,0,0,0
12,2020-10-27 12:00:00,2.127,0.525,0.0138115365649183,0,1.602,10.911,0,0,0,0
13,2020-10-27 13:00:00,0.93,0.24,0.0143914510699634,0,0.69,11.601,0,0,0,0
14,2020-10-27 14:00:00,3.843,0.084,0.0147088779569355,0,3.759,15.36,0,0,0,0
15,2020-10-27 15:00:00,0.747,0.237,0.0143975554331744,0,0.51,12.5,0,0,0,0
16,2020-10-27 16:00:00,0.162,0.252,0.0143670336171194,0.09,0,12.41,0,0.0153,0,0.0153
17,2020-10-27 17:00:00,0.042,1.041,0.0127615860926261,0.999,0,11.411,0,0.16983,0,0.16983
18,2020-10-27 18:00:00,0.012,3.4254,0.00790983821252239,3.4134,0,7.9976,0,0.580278,0,0.580278
19,2020-10-27 19:00:00,0.018,3.5376,0.00768153502843094,3.5196,0,4.478,0,0.598332,0,0.598332
20,2020-10-27 20:00:00,0,1.9536,0.0109046388038396,1.9536,0,2.5244,0,0.332112,0,0.332112
21,2020-10-27 21:00:00,0.006,1.326,0.012181671587581,1.32,0,1.2044,0,0.2244,0,0.2244
22,2020-10-27 22:00:00,0.009,2.766,0.00925157724630044,2.757,0,0,1.5526,0.46869,0.263942,0.204748
23,2020-10-27 23:00:00,0,0.9939006,0.0128574233741662,0.9939006,0,0,0.9939006,0.168963102,0.168963102,0
0,2020-10-28 00:00:00,0,1.159884,0.0125196823873006,1.159884,0,0,1.159884,0.19718028,0.19718028,0
1,2020-10-28 01:00:00,0,0.2479752,0.0143752232308033,0.2479752,0,0,0.2479752,0.042155784,0.042155784,0
2,2020-10-28 02:00:00,0,0.1179882,0.0146397191843728,0.1179882,0,0,0.1179882,0.020057994,0.020057994,0
3,2020-10-28 03:00:00,0,0.456,0.0139519369187714,0.456,0,0,0.456,0.07752,0.07752,0
4,2020-10-28 04:00:00,0.006,0.453,0.0139580412819824,0.447,0,0,0.447,0.07599,0.07599,0
5,2020-10-28 05:00:00,0.009,0.213,0.0144463903388624,0.204,0,0,0.204,0.03468,0.03468,0
6,2020-10-28 06:00:00,0.012,0.252,0.0143670336171194,0.24,0,0,0.24,0.0408,0.0408,0
7,2020-10-28 07:00:00,0.012,0.561,0.0137382842063863,0.549,0,0,0.549,0.09333,0.09333,0
8,2020-10-28 08:00:00,0.705,1.314,0.012206089040425,0.609,0,0,0.609,0.10353,0.10353,0
9,2020-10-28 09:00:00,2.121,0.459,0.0139458325555604,0,1.662,1.662,0,0,0,0
10,2020-10-28 10:00:00,0.972,0.213,0.0144463903388624,0,0.759,2.421,0,0,0,0
11,2020-10-28 11:00:00,1.413,1.131,0.0125784551962961,0,0.282,2.703,0,0,0,0
12,2020-10-28 12:00:00,2.136,24.294,0.034553333155844,22.158,0,0,19.455,3.76686,3.30735,0.45951
13,2020-10-28 13:00:00,1.551,7.206,0.000217119694018698,5.655,0,0,5.655,0.96135,0.96135,0
14,2020-10-28 14:00:00,1.182,0.354,0.0141594852679454,0,0.828,0.828,0,0,0,0
15,2020-10-28 15:00:00,0.633,0.336,0.0141961114472114,0,0.297,1.125,0,0,0,0
16,2020-10-28 16:00:00,0.096,0.249,0.0143731379803304,0.153,0,0.972,0,0.02601,0,0.02601
17,2020-10-28 17:00:00,0.024,0.504,0.0138542671073953,0.48,0,0.492,0,0.0816,0,0.0816
18,2020-10-28 18:00:00,0.021,16.368,0.0184256055523789,16.347,0,0,15.855,2.77899,2.69535,0.0836400000000004
19,2020-10-28 19:00:00,0.015,2.5872,0.00961539729367611,2.5722,0,0,2.5722,0.437274,0.437274,0
20,2020-10-28 20:00:00,0.009,2.0988,0.0106091876244271,2.0898,0,0,2.0898,0.355266,0.355266,0
21,2020-10-28 21:00:00,0.015,1.431,0.011968018875196,1.416,0,0,1.416,0.24072,0.24072,0
22,2020-10-28 22:00:00,0.018,1.743,0.0113331651012518,1.725,0,0,1.725,0.29325,0.29325,0
23,2020-10-28 23:00:00,0,1.2438756,0.0123487773096095,1.2438756,0,0,1.2438756,0.211458852,0.211458852,0
0,2020-10-29 00:00:00,0,1.039896,0.0127638324982878,1.039896,0,0,1.039896,0.17678232,0.17678232,0
1,2020-10-29 01:00:00,0,0.3319668,0.0142043181531123,0.3319668,0,0,0.3319668,0.056434356,0.056434356,0
2,2020-10-29 02:00:00,0,0.1319868,0.0146112350047576,0.1319868,0,0,0.1319868,0.022437756,0.022437756,0
3,2020-10-29 03:00:00,0,0.57,0.0137199711167533,0.57,0,0,0.57,0.0969,0.0969,0
4,2020-10-29 04:00:00,0.012,1.011,0.0128226297247361,0.999,0,0,0.999,0.16983,0.16983,0
5,2020-10-29 05:00:00,0.012,0.648,0.0135612576732673,0.636,0,0,0.636,0.10812,0.10812,0
6,2020-10-29 06:00:00,0.009,0.546,0.0137688060224413,0.537,0,0,0.537,0.09129,0.09129,0
7,2020-10-29 07:00:00,0.003,0.468,0.0139275194659273,0.465,0,0,0.465,0.07905,0.07905,0
8,2020-10-29 08:00:00,0.567,0.717,0.0134208573194143,0.15,0,0,0.15,0.0255,0.0255,0
9,2020-10-29 09:00:00,1.197,0.264,0.0143426161642754,0,0.933,0.933,0,0,0,0
10,2020-10-29 10:00:00,4.089,0.522,0.0138176409281293,0,3.567,4.5,0,0,0,0
11,2020-10-29 11:00:00,3.252,0.051,0.0147760259522565,0,3.201,7.701,0,0,0,0
12,2020-10-29 12:00:00,1.539,10.242,0.0059604958755145,8.703,0,0,1.002,1.47951,0.17034,1.30917
13,2020-10-29 13:00:00,5.754,6.939,0.000760408019797803,1.185,0,0,1.185,0.20145,0.20145,0
14,2020-10-29 14:00:00,2.943,0.396,0.0140740241829914,0,2.547,2.547,0,0,0,0
15,2020-10-29 15:00:00,0.93,0.222,0.0144280772492294,0,0.708,3.255,0,0,0,0
16,2020-10-29 16:00:00,0.192,0.258,0.0143548248906974,0.066,0,3.189,0,0.01122,0,0.01122
17,2020-10-29 17:00:00,0.015,0.381,0.0141045459990464,0.366,0,2.823,0,0.06222,0,0.06222
18,2020-10-29 18:00:00,0,2.2704,0.0102600180487578,2.2704,0,0.5526,0,0.385968,0,0.385968
19,2020-10-29 19:00:00,0.015,13.0086,0.0115899396286998,12.9936,0,0,12.441,2.208912,2.11497,0.0939419999999998
20,2020-10-29 20:00:00,0.015,13.4046,0.0123957155725519,13.3896,0,0,13.3896,2.276232,2.276232,0
21,2020-10-29 21:00:00,0.012,1.458,0.011913079606297,1.446,0,0,1.446,0.24582,0.24582,0
22,2020-10-29 22:00:00,0.009,1.569,0.0116872181674899,1.56,0,0,1.56,0.2652,0.2652,0
23,2020-10-29 23:00:00,0,1.5135,0.0118001488868934,1.5135,0,0,1.5135,0.257295,0.257295,0
0,2020-10-30 00:00:00,0,1.5338466,0.0117587478747238,1.5338466,0,0,1.5338466,0.260753922,0.260753922,0
1,2020-10-30 01:00:00,0,0.4279572,0.0140089980643225,0.4279572,0,0,0.4279572,0.072752724,0.072752724,0
2,2020-10-30 02:00:00,0,0.29997,0.0142694248493755,0.29997,0,0,0.29997,0.0509949,0.0509949,0
3,2020-10-30 03:00:00,0,0.453,0.0139580412819824,0.453,0,0,0.453,0.07701,0.07701,0
4,2020-10-30 04:00:00,0,0.441,0.0139824587348264,0.441,0,0,0.441,0.07497,0.07497,0
5,2020-10-30 05:00:00,0.018,0.234,0.0144036597963854,0.216,0,0,0.216,0.03672,0.03672,0
6,2020-10-30 06:00:00,0,0.198,0.0144769121549175,0.198,0,0,0.198,0.03366,0.03366,0
7,2020-10-30 07:00:00,0.006,0.513,0.0138359540177623,0.507,0,0,0.507,0.08619,0.08619,0
8,2020-10-30 08:00:00,1.098,0.966,0.0129141951729012,0,0.132,0.132,0,0,0,0
9,2020-10-30 09:00:00,1.944,0.54,0.0137810147488633,0,1.404,1.536,0,0,0,0
10,2020-10-30 10:00:00,4.401,0.423,0.0140190849140924,0,3.978,5.514,0,0,0,0
11,2020-10-30 11:00:00,4.293,0.087,0.0147027735937245,0,4.206,9.72,0,0,0,0
12,2020-10-30 12:00:00,3.297,0.153,0.0145684776030825,0,3.144,12.864,0,0,0,0
13,2020-10-30 13:00:00,2.496,0.162,0.0145501645134495,0,2.334,12.5,0,0,0,0
14,2020-10-30 14:00:00,1.56,0.204,0.0144647034284955,0,1.356,12.5,0,0,0,0
15,2020-10-30 15:00:00,0.759,0.513,0.0138359540177623,0,0.246,12.5,0,0,0,0
16,2020-10-30 16:00:00,0.24,0.51,0.0138420583809733,0.27,0,12.23,0,0.0459,0,0.0459
17,2020-10-30 17:00:00,0.003,8.796,0.00301819280781193,8.793,0,3.437,0,1.49481,0,1.49481
18,2020-10-30 18:00:00,0.021,14.2428,0.0141012746537057,14.2218,0,0,10.7848,2.417706,1.833416,0.58429
19,2020-10-30 19:00:00,0.006,4.7322,0.00525077759781027,4.7262,0,0,4.7262,0.803454,0.803454,0
20,2020-10-30 20:00:00,0.006,1.4982,0.0118312811392695,1.4922,0,0,1.4922,0.253674,0.253674,0
21,2020-10-30 21:00:00,0,0.927,0.0129935518946442,0.927,0,0,0.927,0.15759,0.15759,0
22,2020-10-30 22:00:00,0.015,1.599,0.0116261745353799,1.584,0,0,1.584,0.26928,0.26928,0
23,2020-10-30 23:00:00,0,1.263,0.012309863215012,1.263,0,0,1.263,0.21471,0.21471,0
0,2020-10-31 00:00:00,0,0.829917,0.0131910951925154,0.829917,0,0,0.829917,0.14108589,0.14108589,0
1,2020-10-31 01:00:00,0,0.29997,0.0142694248493755,0.29997,0,0,0.29997,0.0509949,0.0509949,0
2,2020-10-31 02:00:00,0,0.1339866,0.0146071658362412,0.1339866,0,0,0.1339866,0.022777722,0.022777722,0
3,2020-10-31 03:00:00,0,0.195,0.0144830165181285,0.195,0,0,0.195,0.03315,0.03315,0
4,2020-10-31 04:00:00,0.003,0.189,0.0144952252445505,0.186,0,0,0.186,0.03162,0.03162,0
5,2020-10-31 05:00:00,0.018,0.465,0.0139336238291384,0.447,0,0,0.447,0.07599,0.07599,0
6,2020-10-31 06:00:00,0.003,0.225,0.0144219728860184,0.222,0,0,0.222,0.03774,0.03774,0
7,2020-10-31 07:00:00,0.009,0.696,0.0134635878618913,0.687,0,0,0.687,0.11679,0.11679,0
8,2020-10-31 08:00:00,0.138,2.112,0.0105823284262987,1.974,0,0,1.974,0.33558,0.33558,0
9,2020-10-31 09:00:00,0.693,0.366,0.0141350678151014,0,0.327,0.327,0,0,0,0
10,2020-10-31 10:00:00,0.927,0.315,0.0142388419896884,0,0.612,0.939,0,0,0,0
11,2020-10-31 11:00:00,4.116,0.237,0.0143975554331744,0,3.879,4.818,0,0,0,0
12,2020-10-31 12:00:00,4.524,0.486,0.0138908932866613,0,4.038,8.856,0,0,0,0
13,2020-10-31 13:00:00,0.957,0.465,0.0139336238291384,0,0.492,9.348,0,0,0,0
14,2020-10-31 14:00:00,0.753,0.225,0.0144219728860184,0,0.528,9.876,0,0,0,0
15,2020-10-31 15:00:00,0.666,0.243,0.0143853467067524,0,0.423,10.299,0,0,0,0
16,2020-10-31 16:00:00,0.135,0.243,0.0143853467067524,0.108,0,10.191,0,0.01836,0,0.01836
17,2020-10-31 17:00:00,0.009,0.486,0.0138908932866613,0.477,0,9.714,0,0.08109,0,0.08109
18,2020-10-31 18:00:00,0.024,4.5144,0.00569395436692896,4.4904,0,5.2236,0,0.763368,0,0.763368
19,2020-10-31 19:00:00,0.006,3.102,0.00856788856666831,3.096,0,2.1276,0,0.52632,0,0.52632
20,2020-10-31 20:00:00,0,15.3912,0.0164380248908769,15.3912,0,0,13.2636,2.616504,2.254812,0.361692
21,2020-10-31 21:00:00,0.015,2.907,0.00896467217538339,2.892,0,0,2.892,0.49164,0.49164,0
22,2020-10-31 22:00:00,0.006,1.839,0.0111378254784998,1.833,0,0,1.833,0.31161,0.31161,0
23,2020-10-31 23:00:00,0,0.9319068,0.0129835675981763,0.9319068,0,0,0.9319068,0.158424156,0.158424156,0
0,2020-11-01 00:00:00,0,0.6279372,0.0136020812126772,0.6279372,0,0,0.6279372,0.106749324,0.106749324,0
1,2020-11-01 01:00:00,0,1.17,0.0124990984745531,1.17,0,0,1.17,0.1989,0.1989,0
2,2020-11-01 02:00:00,0,0.3139686,0.0142409406697604,0.3139686,0,0,0.3139686,0.053374662,0.053374662,0
3,2020-11-01 03:00:00,0,0.216,0.0144402859756514,0.216,0,0,0.216,0.03672,0.03672,0
4,2020-11-01 04:00:00,0.006,0.204,0.0144647034284955,0.198,0,0,0.198,0.03366,0.03366,0
5,2020-11-01 05:00:00,0.012,0.237,0.0143975554331744,0.225,0,0,0.225,0.03825,0.03825,0
6,2020-11-01 06:00:00,0.018,0.54,0.0137810147488633,0.522,0,0,0.522,0.08874,0.08874,0
7,2020-11-01 07:00:00,0.003,0.843,0.0131644740645522,0.84,0,0,0.84,0.1428,0.1428,0
8,2020-11-01 08:00:00,0.81,1.872,0.0110706774831788,1.062,0,0,1.062,0.18054,0.18054,0
9,2020-11-01 09:00:00,1.173,0.939,0.0129691344418002,0,0.234,0.234,0,0,0,0
10,2020-11-01 10:00:00,1.602,1.173,0.0124929941113421,0,0.429,0.663,0,0,0,0
11,2020-11-01 11:00:00,3.195,0.141,0.0145928950559265,0,3.054,3.717,0,0,0,0
12,2020-11-01 12:00:00,1.743,0.216,0.0144402859756514,0,1.527,5.244,0,0,0,0
13,2020-11-01 13:00:00,1.275,0.231,0.0144097641595964,0,1.044,6.288,0,0,0,0
14,2020-11-01 14:00:00,0.876,0.597,0.0136650318478543,0,0.279,6.567,0,0,0,0
15,2020-11-01 15:00:00,0.516,0.279,0.0143120943482204,0,0.237,6.804,0,0,0,0
16,2020-11-01 16:00:00,0.18,0.279,0.0143120943482204,0.099,0,6.705,0,0.01683,0,0.01683
17,2020-11-01 17:00:00,0.015,0.231,0.0144097641595964,0.216,0,6.489,0,0.03672,0,0.03672
18,2020-11-01 18:00:00,0.024,13.8864,0.0133760763042387,13.8624,0,0,7.3734,2.356608,1.253478,1.10313
19,2020-11-01 19:00:00,0,2.8248,0.00913193172736482,2.8248,0,0,2.8248,0.480216,0.480216,0
20,2020-11-01 20:00:00,0.003,3.0162,0.00874247335450295,3.0132,0,0,3.0132,0.512244,0.512244,0
21,2020-11-01 21:00:00,0.009,0.975,0.0128958820832681,0.966,0,0,0.966,0.16422,0.16422,0
22,2020-11-01 22:00:00,0.009,1.035,0.0127737948190481,1.026,0,0,1.026,0.17442,0.17442,0
23,2020-11-01 23:00:00,0,1.005,0.0128348384511581,1.005,0,0,1.005,0.17085,0.17085,0
0,2020-11-02 00:00:00,0,0.8259174,0.0131992335295483,0.8259174,0,0,0.8259174,0.140405958,0.140405958,0
1,2020-11-02 01:00:00,0,0.3239676,0.0142205948271781,0.3239676,0,0,0.3239676,0.055074492,0.055074492,0
2,2020-11-02 02:00:00,0,0.3119688,0.0142450098382768,0.3119688,0,0,0.3119688,0.053034696,0.053034696,0
3,2020-11-02 03:00:00,0,0.219,0.0144341816124404,0.219,0,0,0.219,0.03723,0.03723,0
4,2020-11-02 04:00:00,0,0.219,0.0144341816124404,0.219,0,0,0.219,0.03723,0.03723,0
5,2020-11-02 05:00:00,0.009,0.531,0.0137993278384963,0.522,0,0,0.522,0.08874,0.08874,0
6,2020-11-02 06:00:00,0.009,0.618,0.0136223013053773,0.609,0,0,0.609,0.10353,0.10353,0
7,2020-11-02 07:00:00,0.012,0.891,0.0130668042531762,0.879,0,0,0.879,0.14943,0.14943,0
8,2020-11-02 08:00:00,0.753,0.978,0.0128897777200572,0.225,0,0,0.225,0.03825,0.03825,0
9,2020-11-02 09:00:00,1.461,0.246,0.0143792423435414,0,1.215,1.215,0,0,0,0
10,2020-11-02 10:00:00,0.999,0.261,0.0143487205274864,0,0.738,1.953,0,0,0,0
11,2020-11-02 11:00:00,1.23,0.237,0.0143975554331744,0,0.993,2.946,0,0,0,0
12,2020-11-02 12:00:00,1.437,0.246,0.0143792423435414,0,1.191,4.137,0,0,0,0
13,2020-11-02 13:00:00,1.344,0.351,0.0141655896311564,0,0.993,5.13,0,0,0,0
14,2020-11-02 14:00:00,0.903,0.597,0.0136650318478543,0,0.306,5.436,0,0,0,0
15,2020-11-02 15:00:00,0.348,0.465,0.0139336238291384,0.117,0,5.319,0,0.01989,0,0.01989
16,2020-11-02 16:00:00,0.105,0.507,0.0138481627441843,0.402,0,4.917,0,0.06834,0,0.06834
17,2020-11-02 17:00:00,0,0.201,0.0144708077917065,0.201,0,4.716,0,0.03417,0,0.03417
18,2020-11-02 18:00:00,0.003,4.752,0.00521048880061766,4.749,0,0,0.0330000000000004,0.80733,0.00561000000000006,0.80172
19,2020-11-02 19:00:00,0,3.5904,0.00757409823591732,3.5904,0,0,3.5904,0.610368,0.610368,0
20,2020-11-02 20:00:00,0.021,3.0624,0.00864846616105353,3.0414,0,0,3.0414,0.517038,0.517038,0
21,2020-11-02 21:00:00,0.006,1.038,0.0127676904558371,1.032,0,0,1.032,0.17544,0.17544,0
22,2020-11-02 22:00:00,0.009,1.113,0.0126150813755621,1.104,0,0,1.104,0.18768,0.18768,0
23,2020-11-02 23:00:00,0,1.0755,0.0126913859156996,1.0755,0,0,1.0755,0.182835,0.182835,0
0,2020-11-03 00:00:00,0,1.5138486,0.0117994395598883,1.5138486,0,0,1.5138486,0.257354262,0.257354262,0
1,2020-11-03 01:00:00,0,0.319968,0.014228733164211,0.319968,0,0,0.319968,0.05439456,0.05439456,0
2,2020-11-03 02:00:00,0,0.2919708,0.0142857015234413,0.2919708,0,0,0.2919708,0.049635036,0.049635036,0
3,2020-11-03 03:00:00,0,0.255,0.0143609292539084,0.255,0,0,0.255,0.04335,0.04335,0
4,2020-11-03 04:00:00,0,0.297,0.0142754681689544,0.297,0,0,0.297,0.05049,0.05049,0
5,2020-11-03 05:00:00,0.009,0.33,0.0142083201736334,0.321,0,0,0.321,0.05457,0.05457,0
6,2020-11-03 06:00:00,0,0.48,0.0139031020130833,0.48,0,0,0.48,0.0816,0.0816,0
7,2020-11-03 07:00:00,0.003,0.735,0.0133842311401482,0.732,0,0,0.732,0.12444,0.12444,0
8,2020-11-03 08:00:00,0.564,0.651,0.0135551533100563,0.087,0,0,0.087,0.01479,0.01479,0
9,2020-11-03 09:00:00,0.867,0.243,0.0143853467067524,0,0.624,0.624,0,0,0,0
10,2020-11-03 10:00:00,1.758,0.561,0.0137382842063863,0,1.197,1.821,0,0,0,0
11,2020-11-03 11:00:00,1.461,0.438,0.0139885630980374,0,1.023,2.844,0,0,0,0
12,2020-11-03 12:00:00,5.241,0.069,0.0147393997729905,0,5.172,8.016,0,0,0,0
13,2020-11-03 13:00:00,4.527,0.072,0.0147332954097795,0,4.455,12.471,0,0,0,0
14,2020-11-03 14:00:00,2.982,0.135,0.0146051037823485,0,2.847,15.318,0,0,0,0
15,2020-11-03 15:00:00,0.735,0.585,0.0136894493006983,0,0.15,12.5,0,0,0,0
16,2020-11-03 16:00:00,0.099,0.522,0.0138176409281293,0.423,0,12.077,0,0.07191,0,0.07191
17,2020-11-03 17:00:00,0.009,0.225,0.0144219728860184,0.216,0,11.861,0,0.03672,0,0.03672
18,2020-11-03 18:00:00,0.015,14.949,0.0155382417535753,14.934,0,0,3.073,2.53878,0.52241,2.01637
19,2020-11-03 19:00:00,0.009,5.7024,0.00327662653537249,5.6934,0,0,5.6934,0.967878,0.967878,0
20,2020-11-03 20:00:00,0.009,2.5872,0.00961539729367611,2.5782,0,0,2.5782,0.438294,0.438294,0
21,2020-11-03 21:00:00,0.006,0.885,0.0130790129795982,0.879,0,0,0.879,0.14943,0.14943,0
22,2020-11-03 22:00:00,0.003,1.776,0.0112660171059308,1.773,0,0,1.773,0.30141,0.30141,0
23,2020-11-03 23:00:00,0,1.1018898,0.0126376882742777,1.1018898,0,0,1.1018898,0.187321266,0.187321266,0
0,2020-11-04 00:00:00,0,1.539846,0.0117465403691744,1.539846,0,0,1.539846,0.26177382,0.26177382,0
1,2020-11-04 01:00:00,0,0.7619238,0.0133294469220748,0.7619238,0,0,0.7619238,0.129527046,0.129527046,0
2,2020-11-04 02:00:00,0,0.29997,0.0142694248493755,0.29997,0,0,0.29997,0.0509949,0.0509949,0
3,2020-11-04 03:00:00,0,0.435,0.0139946674612484,0.435,0,0,0.435,0.07395,0.07395,0
4,2020-11-04 04:00:00,0.009,0.201,0.0144708077917065,0.192,0,0,0.192,0.03264,0.03264,0
5,2020-11-04 05:00:00,0.012,0.348,0.0141716939943674,0.336,0,0,0.336,0.05712,0.05712,0
6,2020-11-04 06:00:00,0,0.303,0.0142632594425324,0.303,0,0,0.303,0.05151,0.05151,0
7,2020-11-04 07:00:00,0.018,0.231,0.0144097641595964,0.213,0,0,0.213,0.03621,0.03621,0
8,2020-11-04 08:00:00,0.159,0.492,0.0138786845602393,0.333,0,0,0.333,0.05661,0.05661,0
9,2020-11-04 09:00:00,0.516,3.324,0.00811616568905422,2.808,0,0,2.808,0.47736,0.47736,0
10,2020-11-04 10:00:00,0.552,1.932,0.0109485902189588,1.38,0,0,1.38,0.2346,0.2346,0
11,2020-11-04 11:00:00,0.294,2.607,0.00957510849648351,2.313,0,0,2.313,0.39321,0.39321,0
12,2020-11-04 12:00:00,0.465,2.493,0.00980707429850155,2.028,0,0,2.028,0.34476,0.34476,0
13,2020-11-04 13:00:00,0.525,2.367,0.0100634575533636,1.842,0,0,1.842,0.31314,0.31314,0
14,2020-11-04 14:00:00,0.552,3.687,0.00737753774052308,3.135,0,0,3.135,0.53295,0.53295,0
15,2020-11-04 15:00:00,0.963,4.188,0.00635810908428589,3.225,0,0,3.225,0.54825,0.54825,0
16,2020-11-04 16:00:00,0.051,1.518,0.0117909923420769,1.467,0,0,1.467,0.24939,0.24939,0
17,2020-11-04 17:00:00,0.006,1.104,0.0126333944651951,1.098,0,0,1.098,0.18666,0.18666,0
18,2020-11-04 18:00:00,0.015,3.036,0.00870218455731034,3.021,0,0,3.021,0.51357,0.51357,0
19,2020-11-04 19:00:00,0,32.0034,0.0502403257354749,32.0034,0,0,32.0034,5.440578,5.440578,0
20,2020-11-04 20:00:00,0.009,6.2436,0.00217539941210788,6.2346,0,0,6.2346,1.059882,1.059882,0
21,2020-11-04 21:00:00,0.003,1.896,0.0110218425774908,1.893,0,0,1.893,0.32181,0.32181,0
22,2020-11-04 22:00:00,0.018,3.171,0.00842748821281528,3.153,0,0,3.153,0.53601,0.53601,0
23,2020-11-04 23:00:00,0,2.079792,0.010647864869732,2.079792,0,0,2.079792,0.35356464,0.35356464,0
0,2020-11-05 00:00:00,0,1.4518548,0.0119255837838984,1.4518548,0,0,1.4518548,0.246815316,0.246815316,0
1,2020-11-05 01:00:00,0,0.1479852,0.014578681656626,0.1479852,0,0,0.1479852,0.025157484,0.025157484,0
2,2020-11-05 02:00:00,0,0.1259874,0.014623442510307,0.1259874,0,0,0.1259874,0.021417858,0.021417858,0
3,2020-11-05 03:00:00,0,0.462,0.0139397281923494,0.462,0,0,0.462,0.07854,0.07854,0
4,2020-11-05 04:00:00,0.009,0.549,0.0137627016592303,0.54,0,0,0.54,0.0918,0.0918,0
5,2020-11-05 05:00:00,0.009,0.33,0.0142083201736334,0.321,0,0,0.321,0.05457,0.05457,0
6,2020-11-05 06:00:00,0.003,0.318,0.0142327376264774,0.315,0,0,0.315,0.05355,0.05355,0
